1.370778389040188533e-03 1.370778389040188533e-03 5.680835820492772655e+03 5.688780277017028311e+03 9.975982460687835385e+01
2.049244460383312615e-03 2.049244460383312615e-03 9.971602707871792859e+01 1.159970800614127882e+02 2.059994340461874458e+02
2.727710531726436263e-03 2.727710531726436263e-03 1.620567106190473510e+02 1.892484836525723608e+02 3.477138737164564191e+02
3.406176603069559911e-03 3.406176603069559911e-03 2.448909149075535368e+02 2.852291164632618461e+02 5.233250271388368446e+02
4.084642674412683992e-03 4.084642674412683992e-03 3.456162695222778893e+02 4.010497173819791783e+02 7.344173276926509288e+02
4.763108745755807207e-03 4.763108745755807207e-03 4.752140048652324822e+02 5.525727278034758001e+02 1.008049737860079176e+03
5.441574817098930421e-03 5.441574817098930421e-03 3.812775858400282800e+02 4.829818644017522615e+02 8.793080224458257135e+02
6.120040888442055370e-03 6.120040888442055370e-03 3.475326761997873746e+02 4.566216030440693885e+02 8.296583364748944405e+02
6.798506959785178584e-03 6.798506959785178584e-03 3.195386586872720613e+02 4.291122003934708005e+02 7.780149116527899196e+02
7.476973031128301798e-03 7.476973031128301798e-03 2.933642705192819449e+02 1.805755197058352337e+02 3.235203795924226142e+02
8.155439102471425880e-03 8.155439102471425880e-03 1.614510748316247657e+02 1.791306780023157330e+02 3.211502828644836995e+02
8.833905173814549094e-03 8.833905173814549094e-03 1.578938435815776984e+02 1.767763016089290318e+02 3.171471113967859878e+02
9.512371245157672309e-03 9.512371245157672309e-03 1.541423824751573193e+02 1.736635729188324433e+02 3.117806190929700847e+02
1.019083731650079552e-02 1.019083731650079552e-02 1.502070003954468120e+02 1.699396477120660904e+02 3.053132368308839091e+02
1.086930338784392047e-02 1.086930338784392047e-02 1.461127361279914112e+02 1.657343663679724273e+02 2.979764725444638884e+02
1.154776945918704542e-02 1.154776945918704542e-02 1.418886124032611349e+02 1.611578348187563847e+02 2.899666311800429526e+02
1.222623553053016864e-02 1.222623553053016864e-02 1.375631950716707763e+02 1.563016481137181870e+02 2.814470075563534124e+02
1.290470160187329185e-02 1.290470160187329185e-02 1.331628099793007323e+02 1.512412106914393348e+02 2.725520266134237772e+02
1.358316767321641506e-02 1.358316767321641506e-02 1.287109428364250903e+02 1.460382166682052798e+02 2.633916663660499466e+02
1.426163374455954175e-02 1.426163374455954175e-02 1.242281806448265939e+02 1.407429537006472913e+02 2.540555659876314110e+02
1.494009981590266496e-02 1.494009981590266496e-02 1.197323992813442999e+02 1.353963270679516597e+02 2.446166357444802486e+02
1.561856588724578818e-02 1.561856588724578818e-02 1.152390547783296881e+02 1.300315911590263909e+02 2.351341463317465070e+02
1.629703195858891313e-02 1.629703195858891313e-02 1.107615070307272447e+02 1.246758087549067255e+02 2.256563340546694576e+02
1.697549802993203460e-02 1.697549802993203460e-02 1.063113393617901892e+02 1.193510684779387248e+02 2.162225759168006505e+02
1.765396410127515955e-02 1.765396410127515955e-02 1.018986550715353872e+02 1.140754916270100239e+02 2.068651900790760862e+02
1.833243017261828103e-02 1.833243017261828103e-02 9.753234155584762277e+01 1.088640572255979180e+02 1.976109128201663907e+02
1.901089624396140251e-02 1.901089624396140251e-02 9.322029791318522030e+01 1.037292708847486296e+02 1.884820973411292471e+02
1.968936231530453440e-02 1.968936231530453440e-02 8.896962513795028826e+01 9.868169997418658568e+01 1.794976741998168563e+02
