# Dataset "300K (-)" exported from GenX on Fri Dec 16 11:25:27 2016
# Column lables:
# x	I_simulated	I	error(I)	error(x)
2.477879874623999806e-02 1.449611034496127611e-02 1.462531000000000074e-02 3.226824999999999789e-04 4.654185688779617137e-04
2.480702421119999890e-02 1.439948740600336015e-02 1.430213999999999964e-02 6.905395999999999843e-04 4.898874338052058896e-04
2.515140847295999765e-02 1.314658459979288485e-02 1.274230999999999975e-02 2.926270000000000021e-04 4.675982260142675273e-04
2.548667115455999915e-02 1.204358801082801300e-02 1.235753000000000025e-02 6.304483000000000266e-04 4.963604960256305610e-04
2.553539655743999534e-02 1.187996343680221972e-02 1.145572000000000083e-02 2.693926000000000133e-04 4.698890081677161508e-04
2.593129832831999812e-02 1.069466467950208784e-02 1.048573000000000040e-02 2.529167000000000242e-04 4.722983425920633440e-04
2.620460984063999882e-02 9.951180523910790193e-03 8.668247000000000452e-03 5.616974999999999529e-04 5.035227597229741548e-04
2.633967010751999890e-02 9.589007934093765964e-03 9.590790999999999553e-03 2.412314999999999891e-04 4.748351644771057123e-04
2.676109970687999898e-02 8.561172310971011667e-03 8.555561999999999195e-03 2.360145000000000016e-04 4.775072201808994534e-04
2.719623791807999902e-02 7.609128723996227278e-03 7.252449999999999695e-03 2.174048000000000094e-04 4.803257313463853953e-04
2.764576702271999767e-02 6.730726716786828920e-03 6.566793999999999930e-03 2.026455000000000031e-04 4.832998370742535221e-04
2.811040079231999847e-02 5.923684861395516789e-03 5.777352999999999829e-03 1.845543999999999961e-04 4.864426312516615812e-04
2.859091597823999742e-02 5.185533518171715588e-03 5.234083999999999959e-03 1.704405000000000091e-04 4.897659369494779345e-04
2.908815231167999685e-02 4.513634368552306604e-03 4.602832999999999751e-03 1.569986000000000049e-04 4.932839355009343814e-04
2.960298101375999705e-02 3.905228782369414217e-03 4.096026000000000007e-03 1.484532000000000104e-04 4.970118228491552433e-04
3.013636777535999914e-02 3.357365039786213996e-03 3.433798999999999966e-03 1.386539999999999908e-04 5.009660904040910473e-04
3.068933077055999853e-02 2.866967300207849678e-03 2.902561000000000117e-03 1.328451999999999932e-04 5.051662306827822647e-04
3.126296164991999860e-02 2.430822476677789706e-03 2.215846999999999956e-03 1.129005000000000010e-04 5.096307000329160317e-04
3.185844653376000007e-02 2.045585078922734605e-03 2.067101999999999915e-03 1.058611000000000019e-04 5.143833316669679627e-04
3.247706601215999411e-02 1.707803948669463006e-03 1.901658000000000081e-03 9.854181000000000648e-05 5.194481279977434173e-04
3.312017415167999718e-02 1.413957263668899839e-03 1.396036999999999929e-03 8.199659000000000635e-05 5.248524445205623090e-04
3.378926147519999840e-02 1.160449665186160956e-03 1.327758999999999971e-03 7.928994000000000406e-05 5.306266412322698358e-04
3.448594446527999263e-02 9.436592230396903536e-04 9.923075999999999858e-04 6.836802999999999533e-05 5.368039557038398277e-04
3.521196556416000129e-02 7.599761759206555278e-04 8.954714000000000337e-04 6.376494000000000617e-05 5.434224486247232018e-04
3.596921416703999230e-02 6.058384624609563932e-04 6.889827000000000061e-04 5.501807999999999959e-05 5.505228493528765629e-04
3.675974761536000140e-02 4.777741936827547675e-04 5.886411000000000247e-04 5.050018000000000004e-05 5.581526000394605204e-04
3.758581219007999658e-02 3.724480411806457489e-04 4.632594999999999985e-04 4.379172999999999822e-05 5.663626719972283128e-04
3.844985360831999766e-02 2.867104433233513068e-04 3.955597999999999731e-04 4.028112999999999833e-05 5.752126115426278111e-04
3.935454851327999798e-02 2.176430360898451996e-04 3.334925000000000194e-04 3.683098999999999954e-05 5.847674082302808853e-04
4.030285695744000030e-02 1.626011108562706799e-04 2.130292999999999900e-04 2.898452000000000146e-05 5.951004001804149467e-04
4.129799091263999800e-02 1.192544710502928815e-04 1.882375999999999949e-04 2.675692999999999998e-05 6.062957993011743691e-04
4.234350873983999675e-02 8.560948374857730117e-05 1.503653999999999885e-04 2.406025000000000058e-05 6.184474962557452065e-04
4.106600961808000438e-02 1.280393179988985742e-04 1.374578197739999936e-04 8.377422000000000647e-06 5.713552159954523799e-04
4.165688919888000524e-02 1.063149983995000764e-04 8.924187192359999332e-05 6.583078999999999758e-06 5.762786832313078478e-04
4.344334667903999858e-02 6.002204285382818150e-05 1.342251000000000034e-04 2.284721000000000110e-05 6.316642647609566367e-04
4.226501623940000923e-02 8.761545167666947578e-05 7.976826199100000658e-05 5.884620000000000081e-06 5.814175432416534639e-04
4.289115864060000227e-02 7.163306196762716615e-05 6.823114070300000979e-05 5.338704999999999735e-06 5.867845360268537881e-04
4.460182934591999659e-02 4.119082475805279790e-05 5.687839000000000008e-05 1.513477000000000079e-05 6.460662405866445098e-04
4.353614492720000312e-02 5.809855565854920049e-05 5.037812273999999873e-05 4.513395999999999740e-06 5.923935423181535785e-04
4.582380618815999618e-02 2.812574435055140327e-05 6.277766000000000433e-05 1.542279000000000010e-05 6.617958048147554910e-04
4.420081372788000479e-02 4.678061297971005712e-05 4.294453617960000116e-05 4.055606000000000350e-06 5.982592427411046344e-04
4.488610471092000648e-02 3.748173473479882216e-05 2.894159679840000162e-05 3.293324999999999932e-06 6.043971331805024407e-04
4.711460949888000155e-02 2.009473432498067914e-05 2.605347999999999911e-05 1.060874000000000001e-05 6.790087810569241491e-04
4.559296764856000245e-02 3.003658324741548111e-05 2.196307490740000154e-05 2.931064000000000047e-06 6.108261087365535842e-04
4.632246345660000209e-02 2.430637065587932171e-05 2.001808383520000285e-05 2.976411999999999905e-06 6.175618765550866312e-04
4.707567325875999797e-02 2.017473243946711980e-05 2.328956576099999954e-05 3.135864000000000187e-06 6.246279392566426178e-04
4.785377921836000276e-02 1.754094879361158015e-05 1.790254479640000155e-05 2.770653000000000186e-06 6.320423371795278735e-04
4.865804433040000349e-02 1.631355140492033123e-05 1.179150775000000005e-05 2.191511000000000201e-06 6.398321486695084624e-04
4.948980231760000126e-02 1.640306032896438068e-05 1.692687318080000081e-05 2.499830000000000171e-06 6.480210007324222962e-04
5.035049804624000536e-02 1.771451518793039592e-05 2.146870687940000033e-05 2.668835999999999904e-06 6.566372201305983826e-04
5.124165721427999948e-02 2.014017923344709813e-05 2.841125654399999842e-05 3.133105999999999865e-06 6.657112659479032767e-04
5.216491666324000326e-02 2.355282703976172188e-05 3.767623556619999957e-05 3.649890000000000134e-06 6.752753677758503844e-04
5.312207489799999904e-02 2.780037742950802835e-05 5.308351225980000119e-05 4.508288999999999587e-06 6.853687443775357407e-04
5.411502135908000111e-02 3.270164232378828520e-05 5.170743455239999584e-05 4.329746000000000236e-06 6.960260400088563422e-04
5.514577683848000816e-02 3.804467684905395381e-05 6.212412502340000219e-05 4.563199999999999780e-06 7.072948152349485800e-04
5.621657431136000554e-02 4.358822987726593485e-05 6.057607886660000204e-05 4.327046000000000245e-06 7.192207747923025970e-04
5.732976800040000959e-02 4.906553088734083470e-05 6.975495862500000145e-05 4.512566000000000122e-06 7.318564934481690655e-04
5.848795462332000150e-02 5.419269946666224925e-05 8.097228121840000371e-05 4.790666000000000051e-06 7.452598224026369452e-04
5.969388245723999953e-02 5.867976865403425334e-05 9.089695446040000303e-05 5.060759000000000245e-06 7.594938221443016130e-04
6.095060289808000575e-02 6.224618745712928703e-05 8.578986864140000800e-05 4.847316999999999994e-06 7.746305311955178040e-04
6.226136942095999993e-02 6.463808141538659893e-05 9.671328133939999911e-05 5.045274999999999734e-06 7.907458272447348774e-04
6.362974872376001012e-02 6.564800433273926478e-05 7.999311841620000035e-05 4.559218000000000400e-06 8.079285510243154438e-04
6.505962072712000166e-02 6.513444264160933703e-05 8.738641128140000247e-05 4.656964999999999720e-06 8.262732050606565876e-04
6.655524930216001611e-02 6.303954829283363835e-05 7.758726070259999827e-05 4.362813999999999934e-06 8.458898442764045981e-04
6.812126206256000072e-02 5.940282337169264937e-05 7.041742378659999655e-05 4.101043999999999728e-06 8.668981190904500190e-04
6.976273119624000485e-02 5.436825730509746093e-05 6.431830078960000410e-05 3.841403000000000057e-06 8.894314814950559462e-04
7.148527450496000579e-02 4.818249175202440264e-05 5.384268028919999665e-05 3.499875000000000097e-06 9.136444927784328823e-04
7.329502509243999986e-02 4.118313435642199959e-05 4.067826590960000227e-05 3.018078000000000193e-06 9.397068874199072030e-04
7.398213478828001566e-02 3.848682233176007011e-05 3.990025147460000147e-05 2.209850000000000111e-06 8.362531147618882700e-04
7.504662739011999650e-02 3.434835449541477029e-05 3.352075318239999770e-05 1.973423000000000028e-06 8.471316179353477385e-04
7.519879302772000673e-02 3.377553991913734055e-05 3.617476523980000342e-05 2.893771999999999795e-06 9.678161034883073655e-04
7.614219977292001340e-02 3.020928653811348616e-05 3.020584649720000240e-05 1.788200999999999907e-06 8.584366418805992015e-04
7.720409565704000610e-02 2.639993914115228876e-05 3.003414813959999702e-05 2.601596000000000104e-06 9.981884187162462507e-04
7.727023617919999421e-02 2.614583532593643363e-05 2.831947534900000076e-05 1.691559999999999988e-06 8.701921447176823830e-04
7.843219157920000573e-02 2.223170878630580897e-05 2.358140495260000027e-05 1.524315999999999976e-06 8.824232618588938532e-04
7.931927885136000334e-02 1.949057737502660529e-05 1.754418299479999766e-05 2.013034999999999946e-06 1.031080369693866423e-03
7.962962198275999604e-02 1.853562046962188361e-05 1.899116480139999952e-05 1.325931000000000096e-06 8.951573863548744660e-04
8.086419454328000467e-02 1.511895431561712701e-05 1.458679782559999906e-05 1.155727999999999931e-06 9.084230268310242726e-04
8.155362814992000997e-02 1.343132579032715399e-05 1.406219952280000015e-05 1.926243999999999815e-06 1.066770804880523430e-03
8.213764714188000193e-02 1.203371632728202144e-05 1.559217953920000055e-05 1.181042999999999917e-06 9.222554868431253553e-04
8.345185911512000010e-02 9.320434174152982020e-06 1.112901257819999991e-05 1.076749000000000082e-06 9.366821373555704816e-04
8.480880073520000173e-02 7.006752807617628470e-06 7.943387833920000025e-06 9.538450000000000553e-07 9.517477536610264568e-04
8.621059383372001172e-02 5.106226032470242950e-06 6.462476495200000076e-06 8.484658000000000377e-07 9.674838394308402610e-04
8.765950169772000755e-02 3.617840525615705127e-06 4.598085817820000501e-06 7.252126000000000283e-07 9.839409886553155890e-04
8.915795938156000078e-02 2.526078599028231422e-06 4.173732586760000096e-06 6.696594000000000229e-07 1.001161592226629694e-03
9.070853329108000129e-02 1.801706380817516286e-06 2.897268736560000027e-06 5.930403999999999904e-07 1.019197235983771701e-03
9.231399191132000359e-02 1.403147491903725463e-06 1.859774108279999932e-06 6.369952999999999971e-07 1.038103377812152079e-03
9.397729570256001252e-02 1.278603727300906543e-06 3.633826080940000315e-06 7.256818999999999807e-07 1.057938171454386083e-03
9.570164762011999782e-02 1.368774201554785020e-06 3.320072440960000210e-06 7.272989999999999800e-07 1.078773151258409762e-03
9.749048301040000308e-02 1.610109336742634055e-06 2.430745172460000129e-06 6.543883000000000523e-07 1.100671600912824389e-03
9.934743929900001491e-02 1.938437469664612348e-06 2.214073529139999845e-06 5.994533000000000438e-07 1.123717719547484952e-03
1.012765378620000128e-01 2.292836171785138889e-06 2.536318055039999994e-06 5.750383999999999593e-07 1.147995802703563953e-03
1.032819718428000105e-01 2.619399965136483738e-06 1.999361551880000150e-06 5.327947999999999899e-07 1.173599114792184869e-03
1.053685406224000032e-01 2.874773416978254560e-06 1.075895680200000088e-06 4.800187999999999678e-07 1.200633730097984452e-03
1.075409930620000037e-01 3.028860651282683281e-06 2.467046510719999814e-06 5.889555000000000356e-07 1.229211083119575477e-03
1.098050884188000037e-01 3.066715240629673301e-06 3.705270363740000254e-06 6.290019000000000441e-07 1.259463137029425079e-03
1.121664849104000022e-01 2.988914168363646094e-06 2.800719921119999878e-06 5.453407999999999753e-07 1.291524516391771632e-03
1.146316490712000064e-01 2.810504682873702909e-06 1.839275141000000046e-06 4.781134999999999753e-07 1.325556278584956839e-03
1.172076536732000046e-01 2.558235668988080581e-06 1.568721183919999949e-06 4.667247999999999813e-07 1.361727040345825064e-03
1.199020766864000026e-01 2.266355830038763709e-06 2.235840927540000196e-06 4.951528999999999683e-07 1.400234993490735626e-03
1.227233043976000137e-01 1.971306927711129804e-06 2.652627586839999750e-06 5.089900999999999991e-07 1.441293733066233975e-03
1.256805314104000038e-01 1.706083412875575023e-06 1.936117056060000019e-06 4.875698999999999725e-07 1.485144811018777617e-03
1.287837606452000294e-01 1.495151694256887724e-06 1.810938509820000030e-06 4.349312000000000029e-07 1.532063691765130379e-03
1.320440054184000289e-01 1.350898843226313854e-06 1.839231126040000013e-06 4.247749999999999903e-07 1.582356081700955069e-03
1.354737946404000193e-01 1.272482679807665238e-06 1.086664340299999943e-06 3.745787000000000056e-07 1.636375502980902180e-03
1.390863644988000192e-01 1.247525337326108771e-06 1.477250094319999988e-06 4.170004000000000102e-07 1.694508990132834831e-03
1.428969719732000043e-01 1.256311965153202676e-06 8.950091997000000165e-07 3.884817000000000210e-07 1.757218056871713346e-03
1.469222885976000093e-01 1.277599011813770563e-06 2.184355428419999902e-06 4.840445000000000037e-07 1.825002058390345992e-03
