# Dataset "300K (+)" exported from GenX on Fri Dec 16 10:23:57 2016
# Column lables:
# x	I_simulated	I	error(I)	error(x)
3.247533334752000095e-02 4.880600693988591116e-03 4.769108999999999675e-03 2.193345999999999989e-04 5.194481279977434173e-04
3.311840717695999775e-02 4.124863031782123254e-03 3.717914000000000115e-03 1.880506000000000050e-04 5.248524445205623090e-04
3.378745880440000432e-02 3.460446048312372600e-03 3.251524999999999901e-03 1.742675999999999915e-04 5.306266412322698358e-04
3.448410462616000038e-02 2.880732551809130071e-03 2.938121000000000135e-03 1.648173999999999917e-04 5.368039557038398277e-04
3.521008699152000654e-02 2.378919200439490698e-03 2.314206000000000076e-03 1.439270999999999997e-04 5.434224486247232018e-04
3.596729519487999738e-02 1.948079237518735496e-03 1.894602999999999912e-03 1.281204999999999942e-04 5.505228493528765629e-04
3.675778646792000198e-02 1.581244933771212358e-03 1.548230999999999956e-03 1.145190000000000059e-04 5.581526000394605204e-04
3.758380697176000318e-02 1.271504462568703517e-03 1.302227999999999893e-03 1.030042999999999991e-04 5.663626719972283128e-04
3.844780229303999819e-02 1.012113278525706653e-03 1.017179999999999907e-03 9.065771000000000517e-05 5.752126115426278111e-04
3.935244893216000711e-02 7.966040699986846017e-04 7.549460999999999715e-04 7.727918000000000233e-05 5.847674082302808853e-04
4.030070678368000148e-02 6.189003949582340056e-04 6.388796999999999879e-04 6.972849000000000093e-05 5.951004001804149467e-04
4.129578764807999985e-02 4.734440451143553420e-04 5.852486000000000060e-04 6.607239000000000048e-05 6.062957993011743691e-04
4.234124969648000308e-02 3.552854414195869698e-04 4.738898000000000177e-04 5.879277000000000190e-05 6.184474962557452065e-04
4.243199633740000337e-02 3.457705804898642574e-04 3.876236221255000133e-04 1.871065000000000017e-05 5.713552159954523799e-04
4.304253046140000399e-02 2.910823055213779069e-04 3.221956905470000081e-04 1.651085000000000134e-05 5.762786832313078478e-04
4.344102895888000276e-02 2.601708797317082143e-04 2.920574999999999799e-04 4.766683999999999846e-05 6.316642647609566367e-04
4.367088575075000340e-02 2.428451587841863168e-04 2.870035402480000121e-04 1.487962000000000036e-05 5.814175432416534639e-04
4.431785564924999726e-02 2.005025583957618658e-04 2.187991338959999904e-04 1.270414000000000031e-05 5.867845360268537881e-04
4.459944982024000026e-02 1.845956139123201129e-04 2.576653000000000146e-04 4.325225000000000250e-05 6.460662405866445098e-04
4.498429624100000468e-02 1.635709183920888395e-04 2.018838506409999993e-04 1.181012000000000035e-05 5.923935423181535785e-04
4.582136146952000416e-02 1.258028930477728840e-04 1.252565000000000026e-04 2.952463000000000060e-05 6.617958048147554910e-04
4.567107405015000121e-02 1.316398794032878656e-04 1.602720338040000041e-04 1.030268000000000077e-05 5.982592427411046344e-04
4.637916000135000605e-02 1.043626864489340193e-04 1.346455746990000003e-04 9.255602000000000428e-06 6.043971331805024407e-04
4.711209591536000968e-02 8.173750064360700877e-05 1.468856999999999953e-04 3.552177000000000058e-05 6.790087810569241491e-04
4.710953545930000180e-02 8.145385610696237444e-05 1.184582897104999983e-04 8.669018000000000421e-06 6.108261087365535842e-04
4.786329662925000589e-02 6.267603509054989902e-05 8.811270360934999560e-05 7.806049000000000180e-06 6.175618765550866312e-04
4.864156059654999725e-02 4.783176888757504508e-05 6.866995919314999972e-05 6.935984999999999967e-06 6.246279392566426178e-04
4.944554884705000541e-02 3.674763307759635348e-05 4.262310334225000163e-05 5.426588999999999756e-06 6.320423371795278735e-04
5.027656638700000319e-02 2.925991262160668898e-05 3.975665642414999803e-05 5.083251999999999625e-06 6.398321486695084624e-04
5.113599130300000573e-02 2.519795402592596664e-05 2.727157116515000046e-05 4.123492999999999587e-06 6.480210007324222962e-04
5.202531652220000052e-02 2.436662657685358691e-05 2.085097450159999883e-05 3.627718000000000086e-06 6.566372201305983826e-04
5.294611849215000166e-02 2.652948697334956365e-05 1.271371611999999996e-05 3.065470000000000145e-06 6.657112659479032767e-04
5.390008850095000248e-02 3.139302495532620590e-05 1.989345525395000037e-05 3.724847999999999950e-06 6.752753677758503844e-04
5.488908487750000093e-02 3.859428432741652035e-05 1.442300684310000088e-05 3.531941000000000088e-06 6.853687443775357407e-04
5.591505991114999879e-02 4.769189074978986764e-05 2.986420112295000073e-05 4.514973999999999676e-06 6.960260400088563422e-04
5.698010161190000811e-02 5.816344235186979305e-05 3.706199269365000195e-05 4.718393999999999839e-06 7.072948152349485800e-04
5.808651723080000134e-02 6.941115425885417461e-05 4.647432318675000186e-05 5.097248999999999959e-06 7.192207747923025970e-04
5.923673929950000472e-02 8.077453031378742712e-05 5.678002426860000309e-05 5.437437999999999591e-06 7.318564934481690655e-04
6.043345091085000620e-02 9.155484888637862814e-05 7.143212203480000665e-05 6.016674000000000054e-06 7.452598224026369452e-04
6.167949175845000021e-02 1.010474375762424217e-04 8.376505675624999054e-05 6.474403000000000089e-06 7.594938221443016130e-04
6.297801473740000100e-02 1.085851844996198239e-04 8.399809821260000378e-05 6.387901999999999915e-06 7.746305311955178040e-04
6.433238154379999907e-02 1.135867024592196239e-04 8.524005585425000766e-05 6.312196000000000203e-06 7.907458272447348774e-04
6.574627751530000286e-02 1.156092038092564154e-04 1.005917780569999992e-04 6.747841999999999895e-06 8.079285510243154438e-04
6.722371163109999714e-02 1.143981879153624137e-04 9.884460222009999113e-05 6.592743999999999944e-06 8.262732050606565876e-04
6.876908959230000618e-02 1.099280855176149437e-04 9.510041682330000446e-05 6.421878000000000113e-06 8.458898442764045981e-04
7.038719294180000030e-02 1.024262004274703814e-04 8.979388053760000018e-05 6.141230000000000153e-06 8.668981190904500190e-04
7.208326258470000580e-02 9.237213287243105093e-05 9.496209815279999140e-05 6.217254999999999989e-06 8.894314814950559462e-04
7.386310318880000281e-02 8.046632037585891065e-05 8.519865026525000513e-05 5.799737000000000101e-06 9.136444927784328823e-04
7.573305186445000725e-02 6.756672796228872574e-05 7.269412238185000747e-05 5.311030000000000038e-06 9.397068874199072030e-04
7.644301702465000625e-02 6.274484746015375003e-05 6.515386458445000405e-05 3.057948999999999849e-06 8.362531147618882700e-04
7.754291805235000168e-02 5.555425883940043785e-05 5.823753100544999716e-05 2.797687000000000189e-06 8.471316179353477385e-04
7.770014520534999913e-02 5.459466431610435682e-05 5.933796954459999803e-05 4.886552999999999698e-06 9.678161034883073655e-04
7.867493267385000655e-02 4.859475481095266254e-05 5.272455685439999900e-05 2.549127999999999796e-06 8.584366418805992015e-04
7.977215060870000707e-02 4.242197542166219621e-05 4.516229608700000284e-05 4.219941999999999923e-06 9.981884187162462507e-04
7.984049117599999190e-02 4.199965017470087770e-05 4.845138005339999981e-05 2.388587999999999974e-06 8.701921447176823830e-04
8.104109692600000581e-02 3.588155335237758171e-05 4.088796913074999869e-05 2.141551999999999905e-06 8.824232618588938532e-04
8.195769155580000243e-02 3.175558138584786750e-05 3.630683076055000053e-05 3.733080999999999995e-06 1.031080369693866423e-03
8.227835769154999424e-02 3.032751092965292847e-05 3.965191228559999937e-05 2.051477999999999995e-06 8.951573863548744660e-04
8.355399608090000041e-02 2.539567786047165204e-05 3.178937098579999909e-05 1.813607000000000075e-06 9.084230268310242726e-04
8.426636245260001046e-02 2.304294105748295725e-05 2.775435633234999843e-05 3.518216999999999878e-06 1.066770804880523430e-03
8.486980778265000580e-02 2.111386471242491014e-05 2.474059953009999702e-05 1.613697000000000027e-06 9.222554868431253553e-04
8.622773464610000715e-02 1.747957479980561565e-05 2.118741991560000186e-05 1.552879000000000045e-06 9.366821373555704816e-04
8.762981248100000509e-02 1.446256156047740612e-05 1.584737910740000263e-05 1.362649999999999989e-06 9.517477536610264568e-04
8.907823369785000667e-02 1.200897403407610016e-05 1.434398617674999945e-05 1.287878000000000013e-06 9.674838394308402610e-04
9.057533686785000648e-02 1.004741958218874332e-05 1.074604051964999977e-05 1.096986000000000080e-06 9.839409886553155890e-04
9.212363804305000181e-02 8.496082057062862006e-06 8.603334293355000039e-06 9.546019999999999872e-07 1.001161592226629694e-03
9.372578899615000014e-02 7.270410422093668074e-06 6.366529365450000289e-06 8.442388999999999749e-07 1.019197235983771701e-03
9.538465030084999907e-02 6.290362272992107129e-06 6.342479119104999905e-06 9.174531999999999610e-07 1.038103377812152079e-03
9.710328089180000899e-02 5.486611406433821680e-06 4.825808396194999680e-06 8.714518000000000028e-07 1.057938171454386083e-03
9.888499026485000898e-02 4.804843767434168108e-06 3.813593765664999999e-06 8.213203000000000280e-07 1.078773151258409762e-03
1.007333280370000111e-01 4.207719116728371953e-06 2.999228841239999931e-06 7.313970000000000211e-07 1.100671600912824389e-03
1.026520526262500038e-01 3.674303261674200523e-06 4.350221200590000070e-06 7.763238000000000261e-07 1.123717719547484952e-03
1.046453191725000148e-01 3.197164606745200319e-06 2.618102396114999738e-06 6.294222000000000204e-07 1.147995802703563953e-03
1.067174602965000052e-01 2.777958142103826240e-06 1.780488333479999878e-06 5.911373000000000374e-07 1.173599114792184869e-03
1.088734350220000036e-01 2.422186683529778819e-06 2.400095969220000073e-06 6.074414999999999803e-07 1.200633730097984452e-03
1.111181501725000131e-01 2.134589111584145535e-06 3.544744475909999891e-06 7.155192999999999927e-07 1.229211083119575477e-03
1.134575565765000155e-01 1.915604408322571140e-06 2.073510886185000070e-06 5.911152000000000202e-07 1.259463137029425079e-03
1.158975006620000109e-01 1.760099237993155848e-06 2.019759630745000215e-06 5.554205999999999859e-07 1.291524516391771632e-03
1.184446640610000157e-01 1.657829697387474456e-06 2.053200144604999829e-06 5.417523000000000223e-07 1.325556278584956839e-03
1.211063548085000025e-01 1.595542760110703300e-06 2.806640845369999859e-06 5.696714000000000410e-07 1.361727040345825064e-03
1.238904029420000025e-01 1.559636813806113091e-06 2.427695694679999649e-06 5.805811000000000477e-07 1.400234993490735626e-03
1.268054737030000212e-01 1.538452389093917265e-06 2.971180055165000107e-06 5.753627999999999777e-07 1.441293733066233975e-03
1.298610675369999967e-01 1.523534602114917227e-06 1.923171593120000259e-06 5.138612000000000353e-07 1.485144811018777617e-03
1.330675200935000080e-01 1.509700556225273737e-06 1.363872097879999979e-06 4.575747999999999821e-07 1.532063691765130379e-03
1.364362110270000150e-01 1.494286727389093539e-06 3.952880566844999544e-07 3.718883000000000042e-07 1.582356081700955069e-03
1.399800859995000146e-01 1.476208271200690041e-06 2.406118782189999950e-06 5.181856999999999759e-07 1.636375502980902180e-03
1.437128214765000245e-01 1.455346993796909736e-06 3.857144644239999949e-07 3.764246999999999812e-07 1.694508990132834831e-03
1.476501819334999910e-01 1.432358088143706599e-06 1.071014567450000020e-06 4.238113999999999777e-07 1.757218056871713346e-03
1.518093934530000133e-01 1.408642565412108296e-06 1.605621729674999999e-06 4.953101999999999905e-07 1.825002058390345992e-03
