# Dataset "300K (+)" exported from GenX on Fri Dec 16 11:25:27 2016
# Column lables:
# x	I_simulated	I	error(I)	error(x)
4.785377921836000276e-02 3.463913089109396860e-05 4.263183989899999813e-05 5.426588999999999756e-06 6.320423371795278735e-04
4.865804433040000349e-02 2.526348512486165047e-05 3.976480543859999879e-05 5.083251999999999625e-06 6.398321486695084624e-04
4.948980231760000126e-02 2.005837439227212496e-05 2.727716108260000043e-05 4.123492999999999587e-06 6.480210007324222962e-04
5.035049804624000536e-02 1.857100052343090349e-05 2.085524837439999877e-05 3.627718000000000086e-06 6.566372201305983826e-04
5.124165721427999948e-02 2.033889749036003241e-05 1.271632207999999932e-05 3.065470000000000145e-06 6.657112659479032767e-04
5.216491666324000326e-02 2.488294817708945936e-05 1.989753286180000246e-05 3.724847999999999950e-06 6.752753677758503844e-04
5.312207489799999904e-02 3.170279224913372373e-05 1.442596316040000095e-05 3.531941000000000088e-06 6.853687443775357407e-04
5.411502135908000111e-02 4.027382973341849345e-05 2.987032245780000118e-05 4.514973999999999676e-06 6.960260400088563422e-04
5.514577683848000816e-02 5.004782544678477416e-05 3.706958937660000125e-05 4.718393999999999839e-06 7.072948152349485800e-04
5.621657431136000554e-02 6.045803967964603963e-05 4.648384913700000107e-05 5.097248999999999959e-06 7.192207747923025970e-04
5.732976800040000959e-02 7.092697308762563281e-05 5.679166260240000290e-05 5.437437999999999591e-06 7.318564934481690655e-04
5.848795462332000150e-02 8.088062799108246021e-05 7.144676364320000524e-05 6.016674000000000054e-06 7.452598224026369452e-04
5.969388245723999953e-02 8.976533769014749748e-05 8.378222627499999013e-05 6.474403000000000089e-06 7.594938221443016130e-04
6.095060289808000575e-02 9.707068811011179557e-05 8.401531549840000304e-05 6.387901999999999915e-06 7.746305311955178040e-04
6.226136942095999993e-02 1.023534692956997003e-04 8.525752770700000557e-05 6.312196000000000203e-06 7.907458272447348774e-04
6.362974872376001012e-02 1.052646563441127946e-04 1.006123965879999940e-04 6.747841999999999895e-06 8.079285510243154438e-04
6.505962072712000166e-02 1.055749206777319583e-04 9.886486262839999325e-05 6.592743999999999944e-06 8.262732050606565876e-04
6.655524930216001611e-02 1.031969686114384314e-04 9.511990977720000888e-05 6.421878000000000113e-06 8.458898442764045981e-04
6.812126206256000072e-02 9.820158533946690953e-05 8.981228579840000133e-05 6.141230000000000153e-06 8.668981190904500190e-04
6.976273119624000485e-02 9.082426806453996299e-05 9.498156275520000156e-05 6.217254999999999989e-06 8.894314814950559462e-04
7.148527450496000579e-02 8.145917394251441142e-05 8.521611363100000053e-05 5.799737000000000101e-06 9.136444927784328823e-04
7.329502509243999986e-02 7.063948735095539413e-05 7.270902266540000452e-05 5.311030000000000038e-06 9.397068874199072030e-04
7.398213478828001566e-02 6.642873424682265251e-05 6.516721932380000143e-05 3.057948999999999849e-06 8.362531147618882700e-04
7.504662739011999650e-02 5.991271778421447633e-05 5.824946808780000418e-05 2.797687000000000189e-06 8.471316179353477385e-04
7.519879302772000673e-02 5.900184832744977055e-05 5.935013218640000198e-05 4.886552999999999698e-06 9.678161034883073655e-04
7.614219977292001340e-02 5.334112231517576579e-05 5.273536392959999989e-05 2.549127999999999796e-06 8.584366418805992015e-04
7.720409565704000610e-02 4.723750914443825461e-05 4.517155310799999852e-05 4.219941999999999923e-06 9.981884187162462507e-04
7.727023617919999421e-02 4.683392467199080158e-05 4.846131124559999463e-05 2.388587999999999974e-06 8.701921447176823830e-04
7.843219157920000573e-02 4.050773651030425233e-05 4.089635003299999725e-05 2.141551999999999905e-06 8.824232618588938532e-04
7.931927885136000334e-02 3.603221935433227499e-05 3.631427265620000447e-05 3.733080999999999995e-06 1.031080369693866423e-03
7.962962198275999604e-02 3.447212791288820582e-05 3.966003983040000160e-05 2.051477999999999995e-06 8.951573863548744660e-04
8.086419454328000467e-02 2.882615501946391467e-05 3.179588692720000106e-05 1.813607000000000075e-06 9.084230268310242726e-04
8.155362814992000997e-02 2.600078993615410840e-05 2.776004520739999983e-05 3.518216999999999878e-06 1.066770804880523430e-03
8.213764714188000193e-02 2.365530030337260244e-05 2.474567066839999775e-05 1.613697000000000027e-06 9.222554868431253553e-04
8.345185911512000010e-02 1.902823748711889666e-05 2.119176275040000188e-05 1.552879000000000045e-06 9.366821373555704816e-04
8.480880073520000173e-02 1.499463563565427214e-05 1.585062738160000217e-05 1.362649999999999989e-06 9.517477536610264568e-04
8.621059383372001172e-02 1.158315486242570295e-05 1.434692629699999980e-05 1.287878000000000013e-06 9.674838394308402610e-04
8.765950169772000755e-02 8.800523534832782347e-06 1.074824316060000059e-05 1.096986000000000080e-06 9.839409886553155890e-04
8.915795938156000078e-02 6.631372803626133814e-06 8.605097738819999091e-06 9.546019999999999872e-07 1.001161592226629694e-03
9.070853329108000129e-02 5.039169088000048769e-06 6.367834327800000541e-06 8.442388999999999749e-07 1.019197235983771701e-03
9.231399191132000359e-02 3.967990164126139574e-06 6.343779151820000323e-06 9.174531999999999610e-07 1.038103377812152079e-03
9.397729570256001252e-02 3.345481689002754501e-06 4.826797553380000170e-06 8.714518000000000028e-07 1.057938171454386083e-03
9.570164762011999782e-02 3.086745231115330194e-06 3.814375446860000106e-06 8.213203000000000280e-07 1.078773151258409762e-03
9.749048301040000308e-02 3.099113327437195487e-06 2.999843600159999690e-06 7.313970000000000211e-07 1.100671600912824389e-03
9.934743929900001491e-02 3.287559194364327161e-06 4.351112875560000537e-06 7.763238000000000261e-07 1.123717719547484952e-03
1.012765378620000128e-01 3.560517381866527296e-06 2.618639034659999752e-06 6.294222000000000204e-07 1.147995802703563953e-03
1.032819718428000105e-01 3.835686371368105460e-06 1.780853284320000064e-06 5.911373000000000374e-07 1.173599114792184869e-03
1.053685406224000032e-01 4.045455560358904168e-06 2.400587922479999976e-06 6.074414999999999803e-07 1.200633730097984452e-03
1.075409930620000037e-01 4.141250535577584445e-06 3.545471050440000152e-06 7.155192999999999927e-07 1.229211083119575477e-03
1.098050884188000037e-01 4.096530476362350202e-06 2.073935898540000177e-06 5.911152000000000202e-07 1.259463137029425079e-03
1.121664849104000022e-01 3.907669913534711888e-06 2.020173625579999972e-06 5.554205999999999859e-07 1.291524516391771632e-03
1.146316490712000064e-01 3.592566623366697788e-06 2.053620993819999829e-06 5.417523000000000223e-07 1.325556278584956839e-03
1.172076536732000046e-01 3.186723843380056174e-06 2.807216129080000092e-06 5.696714000000000410e-07 1.361727040345825064e-03
1.199020766864000026e-01 2.737130623176373683e-06 2.428193305119999646e-06 5.805811000000000477e-07 1.400234993490735626e-03
1.227233043976000137e-01 2.294438432453413005e-06 2.971789064859999966e-06 5.753627999999999777e-07 1.441293733066233975e-03
1.256805314104000038e-01 1.904591970244586517e-06 1.923565790080000025e-06 5.138612000000000353e-07 1.485144811018777617e-03
1.287837606452000294e-01 1.601242953780603834e-06 1.364151653920000028e-06 4.575747999999999821e-07 1.532063691765130379e-03
1.320440054184000289e-01 1.400409891324070312e-06 3.953690797979999770e-07 3.718883000000000042e-07 1.582356081700955069e-03
1.354737946404000193e-01 1.298708793973130083e-06 2.406611969960000114e-06 5.181856999999999759e-07 1.636375502980902180e-03
1.390863644988000192e-01 1.275835461520751323e-06 3.857935252160000100e-07 3.764246999999999812e-07 1.694508990132834831e-03
1.428969719732000043e-01 1.300839139025147449e-06 1.071234095800000089e-06 4.238113999999999777e-07 1.757218056871713346e-03
1.469222885976000093e-01 1.340848974215188009e-06 1.605950837700000121e-06 4.953101999999999905e-07 1.825002058390345992e-03
